"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"61 years"	"61"	"Male"	"M"	"Acute and subacute endocarditis (I33)"	"GR113-065"	304	33015653	0.9
	"61 years"	"61"	"Male"	"M"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	153	33015653	0.5
	"61 years"	"61"	"Male"	"M"	"Heart failure (I50)"	"GR113-067"	4423	33015653	13.4
	"61 years"	"61"	"Male"	"M"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	17311	33015653	52.4
	"61 years"	"61"	"Male"	"M"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	3610	33015653	10.9
	"61 years"	"61"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	13749	33015653	41.6
	"61 years"	"61"	"Male"	"M"	"#Atherosclerosis (I70)"	"GR113-071"	624	33015653	1.9
	"61 years"	"61"	"Male"	"M"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	3482	33015653	10.5
	"61 years"	"61"	"Male"	"M"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	2269	33015653	6.9
	"61 years"	"61"	"Male"	"M"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	1213	33015653	3.7
	"61 years"	"61"	"Male"	"M"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	855	33015653	2.6
	"61 years"	"61"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	5117	33015653	15.5
	"61 years"	"61"	"Male"	"M"	"Influenza (J09-J11)"	"GR113-077"	328	33015653	1.0
	"61 years"	"61"	"Male"	"M"	"Pneumonia (J12-J18)"	"GR113-078"	4789	33015653	14.5
	"61 years"	"61"	"Male"	"M"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	17	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	14	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	3	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17668	33015653	53.5
	"61 years"	"61"	"Male"	"M"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	66	33015653	0.2
	"61 years"	"61"	"Male"	"M"	"Emphysema (J43)"	"GR113-084"	1703	33015653	5.2
	"61 years"	"61"	"Male"	"M"	"Asthma (J45-J46)"	"GR113-085"	371	33015653	1.1
	"61 years"	"61"	"Male"	"M"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	15528	33015653	47.0
	"61 years"	"61"	"Male"	"M"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	116	33015653	0.4
	"61 years"	"61"	"Male"	"M"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1527	33015653	4.6
	"61 years"	"61"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	4314	33015653	13.1
	"61 years"	"61"	"Male"	"M"	"#Peptic ulcer (K25-K28)"	"GR113-090"	617	33015653	1.9
	"61 years"	"61"	"Male"	"M"	"#Diseases of appendix (K35-K38)"	"GR113-091"	66	33015653	0.2
	"61 years"	"61"	"Male"	"M"	"#Hernia (K40-K46)"	"GR113-092"	217	33015653	0.7
	"61 years"	"61"	"Male"	"M"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	13424	33015653	40.7
	"61 years"	"61"	"Male"	"M"	"Alcoholic liver disease (K70)"	"GR113-094"	7727	33015653	23.4
	"61 years"	"61"	"Male"	"M"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	5697	33015653	17.3
	"61 years"	"61"	"Male"	"M"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	327	33015653	1.0
	"61 years"	"61"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	5894	33015653	17.9
	"61 years"	"61"	"Male"	"M"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	35	33015653	0.1
	"61 years"	"61"	"Male"	"M"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	130	33015653	0.4
	"61 years"	"61"	"Male"	"M"	"Renal failure (N17-N19)"	"GR113-100"	5724	33015653	17.3
	"61 years"	"61"	"Male"	"M"	"Other disorders of kidney (N25,N27)"	"GR113-101"	5	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	62	33015653	0.2
	"61 years"	"61"	"Male"	"M"	"#Hyperplasia of prostate (N40)"	"GR113-103"	44	33015653	0.1
	"61 years"	"61"	"Male"	"M"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	0	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	0	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	0	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	0	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	4	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	918	33015653	2.8
	"61 years"	"61"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	3410	33015653	10.3
	"61 years"	"61"	"Male"	"M"	"All other diseases (Residual) "	"GR113-111"	30949	33015653	93.7
	"61 years"	"61"	"Male"	"M"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	19200	33015653	58.2
	"61 years"	"61"	"Male"	"M"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	7129	33015653	21.6
	"61 years"	"61"	"Male"	"M"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	6329	33015653	19.2
	"61 years"	"61"	"Male"	"M"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	238	33015653	0.7
	"61 years"	"61"	"Male"	"M"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	562	33015653	1.7
	"61 years"	"61"	"Male"	"M"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	12071	33015653	36.6
	"61 years"	"61"	"Male"	"M"	"Falls (W00-W19)"	"GR113-118"	2832	33015653	8.6
	"61 years"	"61"	"Male"	"M"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	90	33015653	0.3
	"61 years"	"61"	"Male"	"M"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	583	33015653	1.8
	"61 years"	"61"	"Male"	"M"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	618	33015653	1.9
	"61 years"	"61"	"Male"	"M"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	5095	33015653	15.4
	"61 years"	"61"	"Male"	"M"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	2853	33015653	8.6
	"61 years"	"61"	"Male"	"M"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	8557	33015653	25.9
	"61 years"	"61"	"Male"	"M"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	5579	33015653	16.9
	"61 years"	"61"	"Male"	"M"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	2978	33015653	9.0
	"61 years"	"61"	"Male"	"M"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1376	33015653	4.2
	"61 years"	"61"	"Male"	"M"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	701	33015653	2.1
	"61 years"	"61"	"Male"	"M"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	675	33015653	2.0
	"61 years"	"61"	"Male"	"M"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	70	33015653	0.2
	"61 years"	"61"	"Male"	"M"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	681	33015653	2.1
	"61 years"	"61"	"Male"	"M"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	33	33015653	0.1
	"61 years"	"61"	"Male"	"M"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	648	33015653	2.0
	"61 years"	"61"	"Male"	"M"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	4	33015653	Unreliable
	"61 years"	"61"	"Male"	"M"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	568	33015653	1.7
	"61 years"	"61"	"Male"	"M"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	425	33015653	1.3
	"62 years"	"62"	"Female"	"F"	"#Salmonella infections (A01-A02)"	"GR113-001"	3	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	679	34552323	2.0
	"62 years"	"62"	"Female"	"F"	"#Tuberculosis (A16-A19)"	"GR113-004"	71	34552323	0.2
	"62 years"	"62"	"Female"	"F"	"Respiratory tuberculosis (A16)"	"GR113-005"	42	34552323	0.1
	"62 years"	"62"	"Female"	"F"	"Other tuberculosis (A17-A19)"	"GR113-006"	29	34552323	0.1
	"62 years"	"62"	"Female"	"F"	"#Whooping cough (A37)"	"GR113-007"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Meningococcal infection (A39)"	"GR113-009"	7	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	5122	34552323	14.8
	"62 years"	"62"	"Female"	"F"	"#Syphilis (A50-A53)"	"GR113-011"	7	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Acute poliomyelitis (A80)"	"GR113-012"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	1	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Measles (B05)"	"GR113-014"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Viral hepatitis (B15-B19)"	"GR113-015"	1356	34552323	3.9
	"62 years"	"62"	"Female"	"F"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	592	34552323	1.7
	"62 years"	"62"	"Female"	"F"	"#Malaria (B50-B54)"	"GR113-017"	3	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	1051	34552323	3.0
	"62 years"	"62"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	111426	34552323	322.5
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	1069	34552323	3.1
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1240	34552323	3.6
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	1520	34552323	4.4
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	8719	34552323	25.2
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	3011	34552323	8.7
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	6918	34552323	20.0
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	462	34552323	1.3
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	30943	34552323	89.6
	"62 years"	"62"	"Female"	"F"	"Malignant melanoma of skin (C43)"	"GR113-028"	1156	34552323	3.3
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of breast (C50)"	"GR113-029"	18580	34552323	53.8
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	1787	34552323	5.2
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	4504	34552323	13.0
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	6740	34552323	19.5
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1829	34552323	5.3
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1047	34552323	3.0
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	3155	34552323	9.1
	"62 years"	"62"	"Female"	"F"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	7384	34552323	21.4
	"62 years"	"62"	"Female"	"F"	"Hodgkin disease (C81)"	"GR113-038"	157	34552323	0.5
	"62 years"	"62"	"Female"	"F"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	2762	34552323	8.0
	"62 years"	"62"	"Female"	"F"	"Leukemia (C91-C95)"	"GR113-040"	2590	34552323	7.5
	"62 years"	"62"	"Female"	"F"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1869	34552323	5.4
	"62 years"	"62"	"Female"	"F"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	6	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	11362	34552323	32.9
	"62 years"	"62"	"Female"	"F"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1453	34552323	4.2
	"62 years"	"62"	"Female"	"F"	"#Anemias (D50-D64)"	"GR113-045"	419	34552323	1.2
	"62 years"	"62"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	11918	34552323	34.5
	"62 years"	"62"	"Female"	"F"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	345	34552323	1.0
	"62 years"	"62"	"Female"	"F"	"Malnutrition (E40-E46)"	"GR113-048"	328	34552323	0.9
	"62 years"	"62"	"Female"	"F"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	17	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Meningitis (G00,G03)"	"GR113-050"	101	34552323	0.3
	"62 years"	"62"	"Female"	"F"	"#Parkinson disease (G20-G21)"	"GR113-051"	492	34552323	1.4
	"62 years"	"62"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	1308	34552323	3.8
	"62 years"	"62"	"Female"	"F"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	68628	34552323	198.6
	"62 years"	"62"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	52551	34552323	152.1
	"62 years"	"62"	"Female"	"F"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	549	34552323	1.6
	"62 years"	"62"	"Female"	"F"	"Hypertensive heart disease (I11)"	"GR113-056"	4012	34552323	11.6
	"62 years"	"62"	"Female"	"F"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	351	34552323	1.0
	"62 years"	"62"	"Female"	"F"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	32886	34552323	95.2
	"62 years"	"62"	"Female"	"F"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	13187	34552323	38.2
	"62 years"	"62"	"Female"	"F"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	417	34552323	1.2
	"62 years"	"62"	"Female"	"F"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	19282	34552323	55.8
	"62 years"	"62"	"Female"	"F"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	6651	34552323	19.2
	"62 years"	"62"	"Female"	"F"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	12631	34552323	36.6
	"62 years"	"62"	"Female"	"F"	"Other heart diseases (I26-I51)"	"GR113-064"	14753	34552323	42.7
	"62 years"	"62"	"Female"	"F"	"Acute and subacute endocarditis (I33)"	"GR113-065"	195	34552323	0.6
	"62 years"	"62"	"Female"	"F"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	124	34552323	0.4
	"62 years"	"62"	"Female"	"F"	"Heart failure (I50)"	"GR113-067"	3276	34552323	9.5
	"62 years"	"62"	"Female"	"F"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	11158	34552323	32.3
	"62 years"	"62"	"Female"	"F"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	2475	34552323	7.2
	"62 years"	"62"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11305	34552323	32.7
	"62 years"	"62"	"Female"	"F"	"#Atherosclerosis (I70)"	"GR113-071"	387	34552323	1.1
	"62 years"	"62"	"Female"	"F"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1910	34552323	5.5
	"62 years"	"62"	"Female"	"F"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	926	34552323	2.7
	"62 years"	"62"	"Female"	"F"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	984	34552323	2.8
	"62 years"	"62"	"Female"	"F"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	635	34552323	1.8
	"62 years"	"62"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	4081	34552323	11.8
	"62 years"	"62"	"Female"	"F"	"Influenza (J09-J11)"	"GR113-077"	326	34552323	0.9
	"62 years"	"62"	"Female"	"F"	"Pneumonia (J12-J18)"	"GR113-078"	3755	34552323	10.9
	"62 years"	"62"	"Female"	"F"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	28	34552323	0.1
	"62 years"	"62"	"Female"	"F"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	23	34552323	0.1
	"62 years"	"62"	"Female"	"F"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	5	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18228	34552323	52.8
	"62 years"	"62"	"Female"	"F"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	56	34552323	0.2
	"62 years"	"62"	"Female"	"F"	"Emphysema (J43)"	"GR113-084"	1632	34552323	4.7
	"62 years"	"62"	"Female"	"F"	"Asthma (J45-J46)"	"GR113-085"	693	34552323	2.0
	"62 years"	"62"	"Female"	"F"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	15847	34552323	45.9
	"62 years"	"62"	"Female"	"F"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	10	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1014	34552323	2.9
	"62 years"	"62"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3730	34552323	10.8
	"62 years"	"62"	"Female"	"F"	"#Peptic ulcer (K25-K28)"	"GR113-090"	368	34552323	1.1
	"62 years"	"62"	"Female"	"F"	"#Diseases of appendix (K35-K38)"	"GR113-091"	46	34552323	0.1
	"62 years"	"62"	"Female"	"F"	"#Hernia (K40-K46)"	"GR113-092"	193	34552323	0.6
	"62 years"	"62"	"Female"	"F"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	5863	34552323	17.0
	"62 years"	"62"	"Female"	"F"	"Alcoholic liver disease (K70)"	"GR113-094"	2468	34552323	7.1
	"62 years"	"62"	"Female"	"F"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	3395	34552323	9.8
	"62 years"	"62"	"Female"	"F"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	295	34552323	0.9
	"62 years"	"62"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4883	34552323	14.1
	"62 years"	"62"	"Female"	"F"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	24	34552323	0.1
	"62 years"	"62"	"Female"	"F"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	109	34552323	0.3
	"62 years"	"62"	"Female"	"F"	"Renal failure (N17-N19)"	"GR113-100"	4749	34552323	13.7
	"62 years"	"62"	"Female"	"F"	"Other disorders of kidney (N25,N27)"	"GR113-101"	1	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	122	34552323	0.4
	"62 years"	"62"	"Female"	"F"	"#Hyperplasia of prostate (N40)"	"GR113-103"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	37	34552323	0.1
	"62 years"	"62"	"Female"	"F"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	0	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	1	34552323	Unreliable
	"62 years"	"62"	"Female"	"F"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	759	34552323	2.2
	"62 years"	"62"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2146	34552323	6.2
	"62 years"	"62"	"Female"	"F"	"All other diseases (Residual) "	"GR113-111"	25608	34552323	74.1
	"62 years"	"62"	"Female"	"F"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	8302	34552323	24.0
	"62 years"	"62"	"Female"	"F"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	2776	34552323	8.0
	"62 years"	"62"	"Female"	"F"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	2599	34552323	7.5
	"62 years"	"62"	"Female"	"F"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	88	34552323	0.3
